,court_short_name,court_full_name,court_jurisdiction,jurisdiction
1349,Columbia County Court,Columbia County Court,ST,"New York, NY"
1350,Canandaigua City Court,Canandaigua City Court,ST,"New York, NY"
1351,Brighton Justice Court,Justice Court of Town of Brighton,ST,"New York, NY"
1352,Rye City Court,Rye City Court,ST,"New York, NY"
1353,Snyder County Orphans' Court,"Pennsylvania Orphans' Court, Snyder County",ST,"Pennsylvania, PA"
1354,Preble County Probate Court,Preble County Probate Court,ST,"Ohio, OH"
1355,Medina Municipal Court,Medina Municipal Court,ST,"Ohio, OH"
1356,"Ashtabula County Courts, Ohio","Ashtabula County Courts, Ohio",ST,"Ohio, OH"
1357,"Belmont County Courts, Ohio","Belmont County Courts, Ohio",ST,"Ohio, OH"
1358,"Franklin County Superior Court, Ga.","Franklin County Superior Court, Ga.",ST,"Georgia, GA"
1359,Lake County Circuit Court,Lake County Circuit Court,ST,"Indiana, IN"
1360,Clinton County Court of Common Pleas,Clinton County Court of Common Pleas,ST,"Pennsylvania, PA"
1361,Va. Chan. Ct.,Virginia Chancery Court,ST,"Virginia, VA"
1362,Hornell City Court,Hornell City Court,ST,"New York, NY"
1363,Schenectady County Court,"New York County Court, Schenectady County",ST,"New York, NY"
1364,Mendon Justice Court,Mendon Justice Court,ST,"New York, NY"
1365,Clarkstown Justice Court,Clarkstown Justice Court,ST,"New York, NY"
1366,Ottawa Circuit Court,Ottawa Circuit Court,ST,"Michigan, MI"
1367,Belmont Circuit Court,Belmont Circuit Court,ST,"Mississippi, MS"
1368,Summit County Probate Court,Summit County Probate Court,ST,"Ohio, OH"
1369,Lima Municipal Court,Lima Municipal Court,ST,"Ohio, OH"
1370,Auglaize County Probate Court,Auglaize County Probate Court,ST,"Ohio, OH"
1371,Tazewell County Circuit Court,Tazewell County Circuit Court,ST,"Illinois, IL"
1372,Circuit Court of the 19th Circuit of Michigan,Circuit Court of the 19th Circuit of Michigan,ST,"Michigan, MI"
1373,"Clarke County Superior Court, Ga.","Clarke County Superior Court, Ga.",ST,"Georgia, GA"
1374,St. Lucie County Court,St. Lucie County Court,ST,"Florida, FL"
1375,Westchester County Court,"New York County Court, Westchester County",ST,"New York, NY"
1376,Synder County Court of Common Pleas,"Pennsylvania Court of Common Pleas, Synder County",ST,"Pennsylvania, PA"
1377,Kettering Municipal Court,Kettering Municipal Court,ST,"Ohio, OH"
1378,Canton Municipal Court,Canton Municipal Court,ST,"Ohio, OH"
1379,Miamisburg Municipal Court,Miamisburg Municipal Court,ST,"Ohio, OH"
1380,Williams County Court of Common Pleas,Williams County Court of Common Pleas,ST,"Ohio, OH"
1381,Denver Superior Court,Denver Superior Court,ST,"Colorado, CO"
1382,"Cobb County Superior Court, Ga.","Cobb County Superior Court, Ga.",ST,"Georgia, GA"
1383,Queens County Court,"New York County Court, Queens County",ST,"New York, NY"
1384,Rockville Centre Village Court,Rockville Centre Village Court,ST,"New York, NY"
1385,Zanesville Municipal Court,Zanesville Municipal Court,ST,"Ohio, OH"
1386,Ravenna Municipal Court,Ravenna Municipal Court,ST,"Ohio, OH"
1387,Wadsworth Municipal Court,Wadsworth Municipal Court,ST,"Ohio, OH"
1388,"Radford Corporation Court, Va.","Radford Corporation Court, Va.",ST,"Virginia, VA"
1389,"Randolph County Superior Court, Ga.","Randolph County Superior Court, Ga.",ST,"Georgia, GA"
1390,Chenango County Court,"New York County Court, Chenango County",ST,"New York, NY"
1391,Orchard Park Justice Court,Justice Court of Village of Orchard Park,ST,"New York, NY"
1392,Court of Appeals of Nevada,Court of Appeals of Nevada,SA,"Nevada, NV"
1393,Coshocton Circuit Court,Coshocton Circuit Court,ST,"Ohio, OH"
1394,Greene County Probate Court,Greene County Probate Court,ST,"Ohio, OH"
1395,"Lane County Circuit Court, Oregon","Lane County Circuit Court, Oregon",ST,"Oregon, OR"
1396,Juniata County Court of Oyer and Terminer,Juniata County Court of Oyer and Terminer,ST,"Pennsylvania, PA"
1397,Juniata County Court of Quarter Sessions,Juniata County Court of Quarter Sessions,ST,"Pennsylvania, PA"
1398,"Court of Appeals of Ohio, Fifth District, Ashland County","Court of Appeals of Ohio, Fifth District, Ashland County",ST,"Ohio, OH"
1399,Auglaize County Circuit Court,Auglaize County Circuit Court,ST,"Ohio, OH"
1400,"Columbia County Superior Court, Ga.","Columbia County Superior Court, Ga.",ST,"Georgia, GA"
1401,New York Executive Chamber,New York Executive Chamber,SS,"New York, NY"
1402,Monmouth County Surrogate's Court,Monmouth County Surrogate's Court,ST,"New Jersey, NJ"
1403,Shaker Heights Municipal Court,Shaker Heights Municipal Court,ST,"Ohio, OH"
1404,Parma Municipal Court,Parma Municipal Court,ST,"Ohio, OH"
1405,"Court of Appeals of Ohio, Seventh District, Noble County","Court of Appeals of Ohio, Seventh District, Noble County",ST,"Ohio, OH"
1406,"Court of Appeals of Ohio, Seventh District, Monroe County","Court of Appeals of Ohio, Seventh District, Monroe County",ST,"Ohio, OH"
1407,Radford County Circuit Court,Radford County Circuit Court,ST,"This seems like a possible error as there isn't a Radford County in the United States. However, there is a city named Radford in Virginia, thus the court could be related to Virginia, VA. The confirmation of this prediction needs more explicit details."
1408,Atlantic County Superior Court,Atlantic County Superior Court,ST,"New Jersey, NJ"
1409,United States Circuit Court for the Eastern District of South Carolina,United States Circuit Court for the Eastern District of South Carolina,FA,"South Carolina, SC"
1410,New Jersey Superior Court,New Jersey Superior Court,ST,"New Jersey, NJ"
1411,Franklin Circuit Court,Franklin Circuit Court,ST,"Kentucky, KY"
1412,Warren Circuit Court,Warren Circuit Court,ST,"Kentucky, KY"
1413,De Soto County Circuit Court,"Circuit Court of the 12th Judicial Circuit of Florida, De Soto County",ST,"Florida, FL"
1414,Niagara County Court,"New York County Court, Niagara County",ST,"New York, NY"
1415,Oneida County Court,Oneida County Court,ST,"New York, NY"
1416,Jefferson County Orphans' Court,"Pennsylvania Orphans' Court, Jefferson County",ST,"Pennsylvania, PA"
1417,Butler County Orphans' Court,"Pennsylvania Orphans' Court, Butler County",ST,"Pennsylvania, PA"
1418,Bedford County Orphans' Court,"Pennsylvania Orphans' Court, Bedford County",ST,"Pennsylvania, PA"
1419,Otsego County Court,"New York County Court, Otsego County",ST,"New York, NY"
1420,Hardin County Probate Court,Hardin County Probate Court,ST,"Ohio, OH"
1421,Massillon Municipal Court,Massillon Municipal Court,ST,"Ohio, OH"
1422,Clarion County Court of Quarter Sessions,Clarion County Court of Quarter Sessions,ST,"Pennsylvania, PA"
1423,"Court of Appeals of Ohio, Seventh District, Columbiana County","Court of Appeals of Ohio, Seventh District, Columbiana County",ST,"Ohio, OH"
1424,D. Virginia,"District Court, D. Virginia",FD,"Virginia, VA"
1425,Geauga Circuit Court,Geauga Circuit Court,ST,"Ohio, OH"
1426,Jackson Circuit Court,Jackson Circuit Court,ST,"Mississippi, MS"
1427,Lake County Court,Lake County Court,ST,"There are multiple Lake County Courts in the US, for example in Florida, FL; Indiana, IN; California, CA; Colorado, CO; Illinois, IL, and more. I need more specific details to provide an accurate answer."
1428,New Windsor Justice Court,New Windsor Justice Court,ST,"New York, NY"
1429,Wappinger Justice Court,Wappinger Justice Court,ST,"New York, NY"
1430,"Court of Sessions, New York County","Court of Sessions, New York County",ST,"New York, NY"
1431,Elk County Orphans' Court,"Pennsylvania Orphans' Court, Elk County",ST,"Pennsylvania, PA"
1432,Clinton County Probate Court,Clinton County Probate Court,ST,"Michigan, MI"
1433,Franklin County Court of Oyer and Terminer,Franklin County Court of Oyer and Terminer,ST,"Pennsylvania, PA"
1434,Court on the Judiciary of Oklahoma,Court on the Judiciary of Oklahoma,SS,"Oklahoma, OK"
1435,Duval County Court of Record,Duval County Civil and Criminal Court of Record,ST,"Florida, FL"
1436,Duval County Judge's Court,Duval County Judge's Court,ST,"Florida, FL"
1437,"California Court of Appeal, 1st District","California Court of Appeal, 1st District",SA,"California, CA"
1438,Nassau City Court,Nassau City Court,ST,"New York, NY"
1439,Fishkill Justice Court,Justice Court of Town of Fishkill,ST,"New York, NY"
1440,Muskingum County Probate Court,Muskingum County Probate Court,ST,"Ohio, OH"
1441,Ottawa County Court of Common Pleas,Ottawa County Court of Common Pleas,ST,"Ohio, OH"
1442,Bradford County Court of Quarter Sessions,Bradford County Court of Quarter Sessions,ST,"Pennsylvania, PA"
1443,"Court of Appeals of Ohio, Fourth District, Ross County","Court of Appeals of Ohio, Fourth District, Ross County",ST,"Ohio, OH"
1444,Onondaga County Court,"New York County Court, Onondaga County",ST,"New York, NY"
1445,Monroe County Orphans' Court,"Pennsylvania Orphans' Court, Monroe County",ST,"Pennsylvania, PA"
1446,Brookline District Court,Brookline District Court,ST,"Massachusetts, MA"
1447,"Livingston Circuit Court, Kentucky","Livingston Circuit Court, Kentucky",ST,"Kentucky, KY"
1448,"Monmouth County Circuit Court, N.J.","Monmouth County Circuit Court, N.J.",SA,"New Jersey, NJ"
1449,"Morrow County Circuit Court, Oregon","Morrow County Circuit Court, Oregon",ST,"Oregon, OR"
1450,Lake County Probate Court,Lake County Probate Court,ST,"Ohio, OH"
1451,Cincinnati Police Court,Cincinnati Police Court,ST,"Ohio, OH"
1452,Blair County Court of Quarter Sessions,Blair County Court of Quarter Sessions,ST,"Pennsylvania, PA"
1453,"Court of Appeals of Ohio, Sixth District, Erie County","Court of Appeals of Ohio, Sixth District, Erie County",ST,"Ohio, OH"
1454,Circuit Court of the 26th Circuit of Michigan,Circuit Court of the 26th Circuit of Michigan,ST,"Michigan, MI"
1455,Department of Interior,Department of Interior,FS,"USA, Federal"
1456,Great Neck Plaza Village Court,Great Neck Plaza Village Court,ST,"New York, NY"
1457,Newburgh City Court,Newburgh City Court,ST,"New York, NY"
1458,Ossining Justice Court,Justice Court of Town of Ossining,ST,"New York, NY"
1459,Camden County Family Court,Camden County Family Court,ST,"New Jersey, NJ"
1460,"Court of Appeals of Ohio, Fifth District, Guernsey County","Court of Appeals of Ohio, Fifth District, Guernsey County",ST,"Ohio, OH"
1461,Green County Court of Common Pleas,"Pennsylvania Court of Common Pleas, Green County",ST,"Pennsylvania, PA"
1462,Tonawanda City Court,Tonawanda City Court,ST,"New York, NY"
1463,Dix Town Court,Dix Town Court,ST,"New York, NY"
1464,Newark Justice Court,Justice Court of Village of Newark,ST,"New York, NY"
1465,Miami Circuit Court,Miami Circuit Court,ST,"Florida, FL"
1466,Ashtabula Municipal Court,Ashtabula Municipal Court,ST,"Ohio, OH"
1467,Huron County Probate Court,Huron County Probate Court,ST,"Michigan, MI"
1468,Erie County Court of Oyer and Terminer,Erie County Court of Oyer and Terminer,ST,"New York, NY"
1469,King George County Circuit Court,King George County Circuit Court,ST,"Virginia, VA"
1470,"Elbert County Superior Court, Ga.","Elbert County Superior Court, Ga.",ST,"Georgia, GA"
1471,"Oglethorpe County Superior Court, Ga.","Oglethorpe County Superior Court, Ga.",ST,"Georgia, GA"
1472,D. Guam,"United States Bankruptcy Court, D. Guam",FB,"USA, Federal"
1473,Plattsburgh City Court,Plattsburgh City Court,ST,"New York, NY"
1474,Pound Ridge Justice Court,Justice Court of Village of Pound Ridge,ST,"New York, NY"
1475,Blair County Orphans' Court,"Pennsylvania Orphans' Court, Blair County",ST,"Pennsylvania, PA"
1476,Champaign County Court of Common Pleas,Champaign County Court of Common Pleas,ST,"Ohio, OH"
1477,Adams County Court of Oyer and Terminer,Adams County Court of Oyer and Terminer,ST,"Pennsylvania, PA"
1478,Somerset County Ct. Oyer & Terminer,Somerset County Ct. Oyer & Terminer,ST,"Pennsylvania, PA"
1479,Seneca County Probate Court,Seneca County Probate Court,ST,"Ohio, OH"
1480,Swinomish Tribal Court,Swinomish Tribal Court,TRT,"Washington, WA"
1481,Yreka District Court,Yreka District Court,ST,"California, CA"
1482,Orleans County Court,"New York County Court, Orleans County",ST,"New York, NY"
1483,Kingston City Court,Kingston City Court,ST,"New York, NY"
1484,Harrison Town Court,Harrison Town Court,ST,"New York, NY"
1485,Elmira City Court,Elmira City Court,ST,"New York, NY"
1486,Stark County Probate Court,Stark County Probate Court,ST,"Ohio, OH"
1487,Marion County Juvenile Court,Marion County Juvenile Court,ST,"Indiana, IN"
1488,Celina Municipal Court,Celina Municipal Court,ST,"Ohio, OH"
1489,Colonial Heights County Circuit Court,Colonial Heights County Circuit Court,ST,"Virginia, VA"
1490,Circuit Court of the 4th Circuit of Michigan,Circuit Court of the 4th Circuit of Michigan,ST,"Michigan, MI"
1491,Circuit Court of the 30th Circuit of Michigan,Circuit Court of the 30th Circuit of Michigan,ST,"Michigan, MI"
1492,Supreme Bench of Baltimore City,Supreme Bench of Baltimore City,ST,"Maryland, MD"
1493,Cattaraugus County Court,"New York County Court, Cattaraugus County",ST,"New York, NY"
1494,Ardsley Justice Court,Justice Court of Village of Ardsley,ST,"New York, NY"
1495,Cuyahoga County Municipal Court,Cuyahoga County Municipal Court,ST,"Ohio, OH"
1496,"Court of Appeals of Ohio, Sixth District, Sandusky County","Court of Appeals of Ohio, Sixth District, Sandusky County",ST,"Ohio, OH"
1497,Judicial Council of The Ninth Circuit,Judicial Council of The Ninth Circuit,FS,"USA, Federal"
1498,U.S. Circuit Court for the District of Wyoming,U.S. Circuit Court for the District of Wyoming,FA,"Wyoming, WY"
1499,"Michigan Superior Court, Grand Rapids","Michigan Superior Court, Grand Rapids",ST,"Michigan, MI"
1500,Pike County Court of Common Pleas,Pike County Court of Common Pleas,ST,"Pennsylvania, PA"
1501,Monroe County Court of Common Pleas,Monroe County Court of Common Pleas,ST,"Pennsylvania, PA"
1502,Bay County Court,Bay County Court,ST,"Florida, FL"
1503,Rockland County Court,"New York County Court, Rockland County",ST,"New York, NY"
1504,Massapequa Justice Court,Justice Court of Village of Massapequa,ST,"New York, NY"
1505,Forest County Orphans' Court,"Pennsylvania Orphans' Court, Forest County",ST,"Pennsylvania, PA"
1506,"Stark County Courts, Ohio","Stark County Courts, Ohio",ST,"Ohio, OH"
1507,Portage County Municipal Court,Portage County Municipal Court,ST,"Ohio, OH"
1508,Lehigh County Court of Oyer and Terminer,Lehigh County Court of Oyer and Terminer,ST,"Pennsylvania, PA"
1509,Union County Probate Court,Union County Probate Court,ST,"Georgia, GA"
1510,Wythe County Circuit Court,Wythe County Circuit Court,ST,"Virginia, VA"
1511,Ross Circuit Court,Ross Circuit Court,ST,"Michigan, MI"
1512,Escambia County Court of Record,Escambia County Civil and Criminal Court of Record,ST,"Florida, FL"
1513,Lake County Judge's Court,Lake County Judge's Court,ST,"The court name provided doesn't specify a state and there are various Lake Counties across the United States. Therefore, more information would be necessary to accurately identify the state for ""Lake County Judge's Court""."
1514,"New York Circuit Court, Columbia County","New York Circuit Court, Columbia County",ST,"New York, NY"
1515,Tioga County Court,"New York County Court, Tioga County",ST,"New York, NY"
1516,Troy City Court,Troy City Court,ST,"New York, NY"
1517,Ogden Justice Court,Ogden Justice Court,ST,"Utah, UT"
1518,Centre County Orphans' Court,"Pennsylvania Orphans' Court, Centre County",ST,"Pennsylvania, PA"
1519,Darke County Municipal Court,Darke County Municipal Court,ST,"Ohio, OH"
1520,Hampton County Circuit Court,Hampton County Circuit Court,ST,"South Carolina, SC"
1521,Osceola County Circuit Court,"Circuit Court of the 9th Judicial Circuit of Florida, Osceola County",ST,"Florida, FL"
1522,Nyack Justice Court,Justice Court of the Village of Nyack,ST,"New York, NY"
1523,Lucas County Municipal Court,Lucas County Municipal Court,ST,"Ohio, OH"
1524,"Lincoln County Circuit Court, Oregon","Lincoln County Circuit Court, Oregon",ST,"Oregon, OR"
1525,"Court of Appeals of Ohio, Fourth District, Lawrence County","Court of Appeals of Ohio, Fourth District, Lawrence County",ST,"Ohio, OH"
1526,United States District Court for the District of Oklahoma,United States District Court for the District of Oklahoma,FD,"Oklahoma, OK"
1527,Essex County Superior Court,Essex County Superior Court,ST,"Massachusetts, MA"
1528,Franklin County Circuit Court,Franklin County Circuit Court,ST,"Kentucky, KY"
1529,D. Maine,"Bankruptcy Appellate Panel, D. Maine",FBP,"Maine, ME"
1530,Levy County Circuit Court,"Circuit Court of the 8th Judicial Circuit of Florida, Levy County",ST,"Florida, FL"
